City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
279,Willowmore,ZA,-33.2926,23.4895,51.67,57,71,7.36,broken clouds
280,Garden City,US,42.3256,-83.331,76.14,41,20,1.99,few clouds
281,Banjar,ID,-8.19,114.9675,78.66,90,9,4.25,clear sky
282,Miraflores,MX,19.2167,-98.8083,68.76,79,93,3.4,overcast clouds
283,Yagodnoye,RU,62.55,149.6667,58.68,64,64,4.81,broken clouds
284,Sabang,ID,5.8933,95.3214,81.16,77,100,25.14,light rain
285,Dumaguil,PH,6.62,124.6533,74.57,92,58,0.34,broken clouds
286,Jiangyou,CN,31.7667,104.7167,72.46,91,86,1.5,overcast clouds
287,Elliot Lake,CA,46.3834,-82.6331,64.98,40,1,8.68,clear sky
288,Nouadhibou,MR,20.931,-17.0347,73.99,86,0,1.83,clear sky
289,Boguchany,RU,58.3814,97.4531,60.62,99,100,4.74,moderate rain
290,Okhotsk,RU,59.3833,143.3,55.38,94,5,3.2,clear sky
291,Itacare,BR,-14.2775,-38.9967,76.23,67,22,9.84,few clouds
292,Touros,BR,-5.1989,-35.4608,88.7,51,37,19.93,scattered clouds
293,Prince Rupert,CA,54.3161,-130.3201,57.87,95,100,1.99,overcast clouds
294,Akdepe,TM,42.0551,59.3788,78.8,28,0,15.37,clear sky
295,Ilulissat,GL,69.2167,-51.1,48.22,93,75,1.14,broken clouds
296,Lavrentiya,RU,65.5833,-171.0,45.23,97,100,6.22,overcast clouds
297,Bonthe,SL,7.5264,-12.505,78.91,74,100,11.92,overcast clouds
298,East London,ZA,-33.0153,27.9116,60.26,66,99,13.94,overcast clouds
299,Porto Empedocle,IT,37.2934,13.5264,97.3,55,9,7.76,clear sky
300,Antequera,ES,37.0194,-4.5612,111.96,11,11,9.86,few clouds
301,Morondava,MG,-20.2833,44.2833,75.6,72,0,16.82,clear sky
302,Marathon,US,44.9,-89.7668,73.87,66,1,0.0,clear sky
303,Saint-Georges,GD,12.0564,-61.7485,87.48,74,75,17.27,broken clouds
304,Berlevag,NO,70.8578,29.0864,51.1,81,66,11.92,broken clouds
305,Suez,EG,29.9737,32.5263,92.35,28,0,20.87,clear sky
306,Matagami,CA,49.7502,-77.6328,55.51,88,90,6.91,overcast clouds
307,Port Lincoln,AU,-34.7333,135.8667,51.98,64,0,6.73,clear sky
308,Iquitos,PE,-3.7481,-73.2472,89.6,51,100,1.5,overcast clouds
309,Norman Wells,CA,65.282,-126.8329,51.84,93,75,9.22,light rain
310,Rudnichnyy,RU,59.617,52.4703,61.97,71,100,5.97,overcast clouds
311,Kaoma,ZM,-14.7833,24.8,77.77,19,1,7.2,clear sky
312,Dorokhovo,RU,55.5506,36.3744,71.33,65,90,2.86,overcast clouds
313,Abha,SA,18.2164,42.5053,80.85,16,20,17.27,few clouds
314,Olafsvik,IS,64.8945,-23.7142,54.73,79,69,12.55,broken clouds
315,Grand-Bourg,GP,15.8835,-61.3148,87.75,76,85,10.58,overcast clouds
316,Coos Bay,US,43.3665,-124.2179,64.24,88,90,4.61,overcast clouds
317,San Diego De La Union,MX,21.4667,-100.8667,69.1,60,89,8.28,overcast clouds
318,Russell,US,32.3502,-85.1999,90.79,58,1,4.61,clear sky
319,Shebalino,RU,51.2917,85.6772,51.73,100,100,3.15,moderate rain
320,Kralendijk,BQ,12.15,-68.2667,82.38,94,75,8.05,broken clouds
321,Kenora,CA,49.8167,-94.4337,73.58,35,43,10.38,scattered clouds
322,Fowa,NG,8.9167,6.4,82.17,77,79,3.67,light rain
323,Liverpool,GB,53.4106,-2.9779,65.98,80,90,2.3,overcast clouds
324,Hambantota,LK,6.1241,81.1185,80.15,75,90,19.55,overcast clouds
325,Filadelfia,US,39.9523,-75.1638,92.07,59,75,1.01,broken clouds
326,Guerrero Negro,MX,27.9769,-114.0611,78.33,66,27,12.12,scattered clouds
327,Constitucion,CL,-35.3333,-72.4167,55.06,63,99,3.91,overcast clouds
328,Kazachinskoye,RU,57.6953,93.2761,58.03,91,100,5.84,overcast clouds
329,Flinders,AU,-34.5833,150.8552,53.8,83,1,1.01,clear sky
330,Tavda,RU,58.0425,65.2726,66.94,59,3,6.29,clear sky
331,Nanning,CN,22.8167,108.3167,79.38,90,99,12.88,overcast clouds
332,Anchorage,US,61.2181,-149.9003,53.98,89,90,0.0,overcast clouds
333,Kalmunai,LK,7.4167,81.8167,81.66,80,93,5.14,overcast clouds
334,Nanakuli,US,21.3906,-158.1547,76.95,76,20,5.75,few clouds
335,Lagoa,PT,39.05,-27.9833,73.94,80,39,3.94,scattered clouds
336,Sao Francisco Do Sul,BR,-26.2433,-48.6381,67.1,91,97,1.32,moderate rain
337,Zhigansk,RU,66.7697,123.3711,49.37,68,100,12.28,overcast clouds
338,Louis Trichardt,ZA,-23.0439,29.9032,51.84,81,97,10.38,overcast clouds
339,Shenjiamen,CN,29.9576,122.298,77.07,91,100,5.48,light rain
340,Half Moon Bay,US,37.4636,-122.4286,75.47,85,75,0.0,broken clouds
341,Jumla,NP,29.2747,82.1838,62.01,91,75,2.59,broken clouds
342,San Martin,AR,-33.081,-68.4681,60.39,22,3,6.46,clear sky
343,Los Llanos De Aridane,ES,28.6585,-17.9182,74.95,69,20,18.41,few clouds
344,Kavieng,PG,-2.5744,150.7967,83.23,75,48,16.51,scattered clouds
345,Plettenberg Bay,ZA,-34.0527,23.3716,57.27,78,5,14.27,clear sky
346,Ahuimanu,US,21.4447,-157.8378,76.71,76,90,11.5,overcast clouds
347,Zadar,HR,44.1197,15.2422,95.61,24,20,16.11,few clouds
348,Kungurtug,RU,50.5994,97.5228,58.73,80,81,1.68,broken clouds
349,Doxey,MX,20.0833,-99.2333,65.52,63,64,4.85,broken clouds
350,Longyearbyen,SJ,78.2186,15.6401,46.24,61,20,3.44,few clouds
351,Constantine,DZ,36.365,6.6147,95.97,15,0,14.45,clear sky
352,Samana,DO,19.2056,-69.3369,86.22,74,40,6.91,scattered clouds
353,Yulara,AU,-25.2406,130.9889,60.64,25,8,10.36,clear sky
354,Hokitika,NZ,-42.7167,170.9667,45.23,83,100,4.63,overcast clouds
355,Sarangani,PH,5.4033,125.4636,83.73,73,84,11.03,broken clouds
356,Homer,US,59.6425,-151.5483,51.8,87,75,5.75,broken clouds
357,San Andres,CO,12.5847,-81.7006,87.82,70,75,11.5,broken clouds
358,Gravdal,NO,68.1214,13.5031,51.69,82,75,13.8,broken clouds
359,Glendive,US,47.1053,-104.7125,88.95,23,0,1.72,clear sky
360,Lasa,IT,46.6166,10.7002,85.91,64,61,3.42,broken clouds
361,Baie-Comeau,CA,49.2168,-68.1489,72.1,100,90,6.91,light rain
362,Harnosand,SE,62.6323,17.9379,68.0,64,28,12.41,scattered clouds
363,Neuquen,AR,-38.9516,-68.0591,57.09,38,0,8.05,clear sky
364,Beringovskiy,RU,63.05,179.3167,54.39,78,85,9.53,overcast clouds
365,Luganville,VU,-15.5333,167.1667,73.98,85,97,13.18,overcast clouds
366,Sobolevo,RU,54.4299,31.8996,71.55,61,90,5.97,overcast clouds
367,Vrangel,RU,42.7297,133.0839,60.69,82,6,6.8,clear sky
368,Henties Bay,NA,-22.116,14.2845,54.86,69,0,5.46,clear sky
369,Mahibadhoo,MV,3.7833,72.9667,82.44,75,87,18.14,overcast clouds
370,Tres Arroyos,AR,-38.3739,-60.2798,59.58,42,0,12.71,clear sky
371,Curiti,CO,6.6052,-73.0681,70.38,78,98,3.38,overcast clouds
372,Popondetta,PG,-8.7537,148.2534,71.24,96,89,3.42,light rain
373,Katsuura,JP,35.1333,140.3,71.71,92,100,21.43,overcast clouds
374,Akyab,MM,20.15,92.9,82.35,84,99,9.15,overcast clouds
375,Demba,CD,-5.51,22.2667,85.5,38,89,4.12,overcast clouds
376,Xining,CN,36.6167,101.7667,58.93,63,23,4.99,few clouds
377,Gigmoto,PH,13.7796,124.39,79.11,86,98,4.56,overcast clouds
378,Meulaboh,ID,4.1363,96.1285,74.07,94,100,3.58,overcast clouds
379,Saint-Pierre,RE,-21.3393,55.4781,73.04,82,75,21.85,light rain
380,Seddon,AU,-37.8068,144.8916,52.99,82,20,7.0,few clouds
381,Imeni Zhelyabova,RU,58.9544,36.5956,66.33,71,99,7.18,overcast clouds
382,Kazanskoye,RU,55.6448,69.235,65.16,52,42,6.53,scattered clouds
383,Charters Towers,AU,-20.1,146.2667,65.23,73,100,9.71,overcast clouds
384,Mahebourg,MU,-20.4081,57.7,72.25,75,24,15.52,few clouds
385,Bulungu,CD,-4.55,18.6,93.31,31,72,3.47,broken clouds
386,Cacule,BR,-14.5033,-42.2222,83.37,24,0,9.28,clear sky
387,Barentu,ER,15.1139,37.5928,67.62,82,69,14.07,broken clouds
388,Arinos,BR,-15.9169,-46.1056,88.36,22,7,5.1,clear sky
389,Almaznyy,RU,48.0448,40.045,73.54,74,91,14.43,overcast clouds
390,Cayenne,GF,4.9333,-52.3333,86.04,79,75,5.01,broken clouds
391,Sorong,ID,-0.8833,131.25,77.94,86,22,6.42,few clouds
392,Vao,NC,-22.6667,167.4833,66.31,62,18,15.55,few clouds
393,Grand Gaube,MU,-20.0064,57.6608,72.37,74,2,1.99,light rain
394,Teguise,ES,29.0605,-13.564,77.22,69,0,11.5,clear sky
395,Marawi,PH,7.9986,124.2928,65.64,93,97,2.46,overcast clouds
396,Vaxjo,SE,56.8777,14.8091,57.79,94,75,9.22,broken clouds
397,Tsabong,BW,-26.0217,22.401,60.39,57,95,9.19,overcast clouds
398,Bathsheba,BB,13.2167,-59.5167,83.01,83,75,3.44,broken clouds
399,Enid,US,36.3956,-97.8784,81.3,71,40,3.0,scattered clouds
400,Minot,US,48.2325,-101.2963,85.19,27,1,4.0,clear sky
401,Kimbe,PG,-5.5502,150.1429,74.59,92,55,4.45,broken clouds
402,Mulege,MX,26.8833,-111.9833,88.09,57,32,3.02,scattered clouds
403,Katherine,AU,-14.4667,132.2667,68.32,60,6,5.75,clear sky
404,Nipawin,CA,53.3668,-104.0009,82.74,26,19,11.83,few clouds
405,Egvekinot,RU,66.3167,-179.1667,42.31,98,99,0.47,overcast clouds
406,Ahipara,NZ,-35.1667,173.1667,54.0,78,36,11.14,scattered clouds
407,Encruzilhada,BR,-15.5314,-40.9094,79.86,31,1,9.13,clear sky
408,Mackenzie,CA,55.2999,-123.1698,70.21,47,100,11.86,overcast clouds
409,Giyani,ZA,-23.3025,30.7187,60.76,59,100,6.38,overcast clouds
410,Alice Springs,AU,-23.7,133.8833,51.35,40,0,0.0,clear sky
411,Baykit,RU,61.67,96.37,57.02,96,100,3.83,overcast clouds
412,Garowe,SO,8.4054,48.4845,88.05,37,75,15.86,broken clouds
413,Sinnamary,GF,5.3833,-52.95,83.82,73,47,10.47,scattered clouds
414,Hurricane,US,37.1753,-113.2899,89.87,29,31,2.53,scattered clouds
415,Diego De Almagro,CL,-26.3667,-70.05,73.42,10,11,6.13,few clouds
416,Saravan,AM,39.7196,45.6483,77.65,66,67,4.7,broken clouds
417,Yanam,IN,16.7333,82.2167,82.8,80,100,4.68,light rain
418,Balkhash,KZ,46.844,74.9804,60.71,66,64,18.34,broken clouds
419,Batagay,RU,67.6333,134.6333,42.06,92,92,2.37,overcast clouds
420,Sabaneta,CO,6.15,-75.6,66.16,88,75,13.8,light intensity drizzle
421,Nyurba,RU,63.2842,118.3319,58.23,97,100,7.45,light rain
422,Stawell,AU,-37.05,142.7667,43.88,87,73,5.84,broken clouds
423,Fairbanks,US,64.8378,-147.7164,50.0,89,90,3.44,overcast clouds
424,Teya,RU,60.3778,92.6267,54.99,94,100,2.62,overcast clouds
425,Leshukonskoye,RU,64.8989,45.7622,58.08,85,100,10.0,overcast clouds
426,Verkhoyansk,RU,67.5447,133.385,43.47,86,100,4.03,overcast clouds
427,Emerald,AU,-23.5333,148.1667,56.91,92,16,7.83,few clouds
428,San Quintin,MX,30.4833,-115.95,75.13,69,0,11.97,clear sky
429,Namibe,AO,-15.1961,12.1522,67.68,81,72,9.95,broken clouds
430,Hobyo,SO,5.3505,48.5268,77.79,81,52,28.66,broken clouds
431,San Jeronimo,PE,-11.9472,-75.2829,59.94,43,14,2.17,few clouds
432,High Rock,BS,26.6208,-78.2833,87.82,72,84,18.14,broken clouds
433,Caraballeda,VE,10.6112,-66.8522,86.07,83,75,2.3,drizzle
434,Iranshahr,IR,27.2025,60.6848,102.06,8,75,10.76,broken clouds
435,Colesberg,ZA,-30.72,25.0972,42.67,87,100,12.37,overcast clouds
436,Praya,CV,14.9215,-23.5087,84.74,58,40,11.5,scattered clouds
437,Bubaque,GW,11.2833,-15.8333,78.24,85,100,14.14,overcast clouds
438,Pangnirtung,CA,66.1451,-65.7125,47.3,99,100,11.16,moderate rain
439,Nemuro,JP,43.3236,145.575,56.46,82,100,12.21,overcast clouds
440,Svetlyy,RU,54.675,20.1347,68.05,62,80,8.03,broken clouds
441,Fortuna,US,40.5982,-124.1573,56.32,100,90,0.0,overcast clouds
442,Chicama,PE,-7.8447,-79.1469,72.37,61,50,8.14,scattered clouds
443,Baikunthpur,IN,23.25,82.55,78.24,77,100,5.35,overcast clouds
444,Berbera,SO,10.4396,45.0143,95.27,40,84,16.28,broken clouds
445,Flin Flon,CA,54.7682,-101.865,77.97,41,81,9.1,broken clouds
446,Ithaca,US,42.4406,-76.4966,74.55,73,40,4.0,scattered clouds
447,Taltal,CL,-25.4,-70.4833,63.18,58,6,6.46,clear sky
448,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,71,9,14.79,clear sky
449,Jadu,LY,31.953,12.0261,92.07,19,0,18.75,clear sky
450,Bada,RU,51.392,109.8717,58.89,76,31,2.64,scattered clouds
451,Belmonte,BR,-15.8631,-38.8828,77.5,58,22,8.88,few clouds
452,Santiago De Cao,PE,-7.9589,-79.2392,66.2,77,45,8.99,scattered clouds
453,Redcliffe,AU,-27.2307,153.0973,62.42,69,20,3.44,fog
454,Port Blair,IN,11.6667,92.75,81.88,83,100,12.64,overcast clouds
455,Bairiki,KI,1.3292,172.9752,82.4,78,20,9.22,few clouds
456,Santa Marta,CO,11.2408,-74.199,83.93,67,25,4.45,scattered clouds
457,Obihiro,JP,42.9172,143.2044,52.43,90,100,2.66,overcast clouds
458,Richards Bay,ZA,-28.783,32.0377,58.59,78,100,2.08,overcast clouds
459,Leh,IN,34.1667,77.5833,61.47,40,66,7.52,broken clouds
460,Barcelos,PT,41.5388,-8.6151,95.29,48,88,8.39,overcast clouds
461,Cidreira,BR,-30.1811,-50.2056,62.2,83,44,16.78,moderate rain
462,Vung Tau,VN,10.346,107.0843,81.27,82,100,9.91,light rain
463,Severo-Yeniseyskiy,RU,60.3725,93.0408,51.96,96,100,2.62,overcast clouds
464,Santiago,CL,-33.4569,-70.6483,60.24,33,78,0.0,haze
465,Andros,GR,37.8333,24.9333,81.81,57,0,20.0,clear sky
466,Tezu,IN,27.9167,96.1667,75.42,99,100,2.42,overcast clouds
467,Kirovohrad,UA,48.5132,32.2597,78.89,35,0,8.28,clear sky
468,Ken Caryl,US,39.5773,-105.1169,86.11,45,0,1.01,clear sky
469,Aksu,CN,41.1231,80.2644,73.71,40,51,5.57,broken clouds
470,Sechura,PE,-5.5569,-80.8222,74.37,60,58,6.4,broken clouds
471,Kukushtan,RU,57.6464,56.4952,67.62,71,100,4.9,overcast clouds
472,Kovernino,RU,57.1253,43.8142,68.54,57,32,4.97,scattered clouds
473,Chumikan,RU,54.7183,135.315,62.24,84,7,7.43,clear sky
474,Sept-Iles,CA,50.2001,-66.3821,64.92,97,90,1.01,fog
475,Taksimo,RU,56.3444,114.8794,61.77,67,47,0.65,scattered clouds
476,Nome,US,64.5011,-165.4064,48.27,87,90,14.97,light rain
477,Sehithwa,BW,-20.4667,22.7167,77.72,21,74,7.05,broken clouds
478,Shingu,JP,33.7333,135.9833,81.91,90,100,15.79,overcast clouds
479,Calvinia,ZA,-31.4707,19.776,52.38,56,8,14.14,clear sky
480,Miri,MY,4.4148,114.0089,78.55,86,100,3.09,moderate rain
481,Mount Gambier,AU,-37.8333,140.7667,48.27,90,8,8.59,clear sky
482,Pozo Colorado,PY,-23.4923,-58.7972,77.4,23,0,4.29,clear sky
483,Tura,IN,25.5198,90.2201,74.03,96,99,4.9,overcast clouds
484,Beyneu,KZ,45.3167,55.2,83.97,17,0,13.2,clear sky
485,Sao Filipe,CV,14.8961,-24.4956,74.98,79,86,1.1,overcast clouds
486,Galveston,US,29.3669,-94.9669,92.17,78,75,9.22,broken clouds
487,Viransehir,TR,37.2353,39.7631,92.52,22,31,6.82,scattered clouds
488,Mnogovershinnyy,RU,53.9353,139.9242,59.45,74,18,4.59,few clouds
489,Roma,US,43.2128,-75.4557,77.9,73,75,8.05,broken clouds
490,Praxedis Guerrero,MX,31.3667,-106.0167,69.57,77,100,6.38,light rain
491,Chaman,PK,30.9236,66.4512,85.6,9,0,7.0,clear sky
492,Choya,RU,52.0108,86.5467,55.29,95,100,2.24,overcast clouds
493,Zeya,RU,53.75,127.2667,58.5,74,1,2.33,clear sky
494,Oni,GE,42.5794,43.4425,66.7,98,90,0.36,overcast clouds
495,Ryotsu,JP,38.0833,138.4333,70.48,91,100,5.5,overcast clouds
496,Ati,TD,13.2154,18.3353,90.99,47,69,1.32,broken clouds
497,Dabakala,CI,8.3667,-4.4333,80.69,76,95,4.94,light rain
498,Phillipsburg,US,40.6937,-75.1902,89.22,68,50,1.01,scattered clouds
499,Venezuela,VE,8.0,-66.0,83.25,72,96,16.98,overcast clouds
500,Uyemskiy,RU,64.4743,40.8524,64.45,72,0,2.24,clear sky
501,Northam,GB,51.0333,-4.2167,74.71,74,72,11.43,broken clouds
502,Quang Ngai,VN,15.1167,108.8,79.86,79,100,3.69,overcast clouds
503,Port Hedland,AU,-20.3167,118.5667,68.05,45,75,6.91,broken clouds
504,Nicolas Bravo,MX,18.45,-88.9167,85.08,50,12,1.86,few clouds
505,Tuy Hoa,VN,13.0833,109.3,79.68,78,100,5.44,overcast clouds
506,Coolum Beach,AU,-26.5333,153.1,59.34,86,13,1.66,few clouds
507,Senneterre,CA,48.3835,-77.2328,61.02,75,100,9.73,overcast clouds
508,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,70.43,30,70,5.21,broken clouds
509,Koslan,RU,63.4564,48.8989,60.06,83,58,10.96,broken clouds
510,Nabire,ID,-3.3667,135.4833,74.84,92,65,3.96,broken clouds
511,Upata,VE,8.0086,-62.3989,79.84,83,92,4.38,overcast clouds
512,Vostok,RU,46.4856,135.8833,56.7,80,87,2.89,overcast clouds
513,Sola,VU,-13.8833,167.55,77.23,80,85,27.2,overcast clouds
514,Kahului,US,20.8947,-156.47,74.46,89,20,12.66,few clouds
515,Yaan,NG,7.3833,8.5667,83.23,72,84,4.09,light rain
516,Avera,US,33.194,-82.5271,91.71,53,84,3.78,broken clouds
517,Piove Di Sacco,IT,45.2977,12.0368,98.11,53,0,10.63,clear sky
518,Emba,KZ,48.8264,58.1442,77.31,20,1,7.76,clear sky
519,Del Rio,US,29.3627,-100.8968,89.71,55,1,6.91,clear sky
520,Balaipungut,ID,1.05,101.2833,75.04,96,98,3.02,overcast clouds
521,Liwale,TZ,-9.7667,37.9333,76.8,43,77,4.83,broken clouds
522,Korla,CN,41.7597,86.1469,83.97,25,98,7.78,overcast clouds
523,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,73,20,13.8,few clouds
524,Saltillo,MX,25.4167,-101.0,73.17,52,1,5.44,clear sky
525,Deputatskiy,RU,69.3,139.9,37.92,82,88,5.03,overcast clouds
526,Onda,ES,39.9667,-0.25,91.85,74,69,5.55,light rain
527,Neftcala,AZ,39.3742,49.2472,82.94,67,5,10.76,clear sky
528,Normandin,CA,48.8333,-72.5321,77.13,47,10,9.22,clear sky
529,Along,IN,28.1667,94.7667,74.89,100,100,0.74,overcast clouds
530,Mirnyy,RU,62.5353,113.9611,60.08,93,44,2.53,scattered clouds
531,Dosso,NE,13.049,3.1937,87.15,56,86,1.54,overcast clouds
532,Morehead,US,37.2711,-87.1764,83.98,70,40,0.0,scattered clouds
533,Altoona,US,40.5187,-78.3947,78.35,81,96,1.01,overcast clouds
534,Lakki Marwat,PK,32.6079,70.9114,101.08,29,0,8.1,clear sky
535,Ardakan,IR,32.31,54.0175,100.78,10,0,16.13,clear sky
536,Mendoza,AR,-32.8908,-68.8272,62.13,23,0,8.05,clear sky
537,Myaundzha,RU,63.0494,147.1858,55.99,60,60,3.87,broken clouds
538,Asadabad,IR,34.7824,48.1185,81.36,10,0,3.42,clear sky
539,Kupino,RU,54.3663,77.2981,57.09,73,55,6.82,broken clouds
540,Wairoa,NZ,-39.0333,177.3667,42.55,84,66,1.99,broken clouds
541,Santa Ines,BR,-3.6667,-45.38,89.78,50,30,1.19,scattered clouds
542,Kuyanovo,RU,55.8014,54.5372,71.51,58,93,12.41,overcast clouds
543,Birnin Kebbi,NG,12.4539,4.1975,85.12,63,97,5.26,light rain
544,Epernay,FR,49.05,3.95,87.15,46,0,4.23,clear sky
545,Birao,CF,10.2849,22.7882,77.22,89,100,3.47,light rain
546,Arica,CL,-18.475,-70.3042,63.95,72,90,8.05,overcast clouds
547,Orsha,BY,54.5153,30.4053,75.42,62,100,6.96,overcast clouds
548,Mbaiki,CF,3.8678,17.9892,82.51,67,42,1.86,scattered clouds
549,Corner Brook,CA,48.9667,-57.9484,82.56,55,24,4.12,few clouds
550,Conde,BR,-7.2597,-34.9075,83.66,58,40,11.5,scattered clouds
551,Bachaquero,VE,9.9694,-71.1494,84.52,73,100,8.9,overcast clouds
552,Valleyview,CA,55.0667,-117.2859,77.04,36,78,12.66,broken clouds
553,Maues,BR,-3.3836,-57.7186,86.9,58,97,3.15,overcast clouds
554,Oranjemund,NA,-28.55,16.4333,59.63,54,0,16.15,clear sky
555,Yeppoon,AU,-23.1333,150.7333,60.58,78,0,12.68,clear sky
556,Kibondo,TZ,-3.5864,30.7203,74.89,33,48,3.11,scattered clouds
557,Hualmay,PE,-11.0964,-77.6139,66.07,71,40,8.01,scattered clouds
558,Jackson,US,42.4165,-122.8345,78.04,59,90,0.0,smoke
